Renda_Media,Idade_Casa,Media_Comodos,Media_Quartos,Populacao,Media_Ocupantes,Latitude,Longitude,Preco_Medio,Preco_Predito,Erro_Percentual
2.6,52.0,5.270142180094787,1.0355450236966826,1006.0,2.3838862559241707,37.84,-122.27,132600.0,147609.36329365082,11.319278501999111
2.4038,41.0,4.495798319327731,1.0336134453781514,317.0,2.6638655462184873,37.85,-122.28,107500.0,115239.13749999998,7.1991976744185875
2.4597,49.0,4.7280334728033475,1.0209205020920502,607.0,2.5397489539748954,37.85,-122.28,93800.0,112834.02440476189,20.292136892070246
1.808,52.0,4.7808564231738035,1.0604534005037782,1102.0,2.7758186397984885,37.85,-122.28,105500.0,110752.01904761905,4.978217106747912
1.6424,50.0,4.40169133192389,1.040169133192389,1131.0,2.3911205073995774,37.84,-122.28,108900.0,119551.74604978354,9.78121767656891
1.6875,52.0,4.703225806451613,1.032258064516129,395.0,2.5483870967741935,37.84,-122.28,132000.0,123971.48452380956,-6.0822086940836675
1.9274,49.0,5.068783068783069,1.1825396825396826,863.0,2.2830687830687832,37.84,-122.28,122300.00000000001,124779.31706349201,2.02724207971545
1.9615,52.0,4.882086167800454,1.090702947845805,1168.0,2.6485260770975056,37.84,-122.28,115199.99999999999,114707.14047619047,-0.4278294477513151
1.7969,48.0,5.737313432835821,1.2208955223880598,1026.0,3.062686567164179,37.84,-122.27,110400.00000000001,108804.70357142859,-1.4450148809523784
1.375,49.0,5.0303951367781155,1.1124620060790273,754.0,2.291793313069909,37.83,-122.27,104900.0,112065.7638888889,6.831042792077126
2.7303,51.0,4.972014925373134,1.0708955223880596,1258.0,2.3470149253731343,37.83,-122.27,109700.0,177805.07976190475,62.083026218691664
1.4861,49.0,4.6022727272727275,1.0681818181818181,570.0,2.159090909090909,37.83,-122.27,97200.0,134779.9440476191,38.66249387615133
1.0972,48.0,4.807486631016043,1.1550802139037433,987.0,2.6390374331550803,37.83,-122.27,104500.0,106009.27261904765,1.4442800182274194
1.4103,52.0,3.7493796526054592,0.967741935483871,901.0,2.235732009925558,37.83,-122.28,103899.99999999999,121191.23869047622,16.64219315733998
3.48,52.0,4.757281553398058,1.0679611650485437,689.0,2.2297734627831716,37.83,-122.26,191400.0,209607.47142857144,9.512785490371705
2.5898,52.0,3.4942528735632186,1.0272988505747127,1377.0,1.978448275862069,37.83,-122.26,176000.0,190745.18095238094,8.377943722943714
2.0978,52.0,4.215189873417722,1.0607594936708862,946.0,2.3949367088607594,37.83,-122.26,155400.0,147766.4897005772,-4.9121687898473665
1.2852,51.0,3.7590361445783134,1.248995983935743,517.0,2.076305220883534,37.83,-122.26,150000.0,179157.47127777777,19.43831418518518
1.025,49.0,3.7724867724867726,1.0687830687830688,462.0,2.4444444444444446,37.84,-122.26,118800.0,124863.2166825397,5.103717746245538
3.9643,52.0,4.797979797979798,1.02020202020202,467.0,2.3585858585858586,37.84,-122.26,188800.0,212107.7651190477,12.345214575766784
3.0125,52.0,4.941780821917808,1.0650684931506849,660.0,2.26027397260274,37.83,-122.26,184400.0,191533.52916666665,3.868508224873452
2.6768,52.0,4.335078534031414,1.0994764397905759,718.0,1.8795811518324608,37.83,-122.26,182300.0,208571.73571428566,14.411264791160539
2.026,50.0,3.700657894736842,1.0592105263157894,616.0,2.026315789473684,37.83,-122.26,142500.0,185726.0117063492,30.334043302701197
1.7348,43.0,3.9802371541501977,1.233201581027668,558.0,2.205533596837945,37.82,-122.27,137500.0,148550.24000000002,8.036538181818196
0.9506,40.0,3.9,1.21875,423.0,2.64375,37.82,-122.26,187500.0,154417.5014047619,-17.64399925079366
1.775,40.0,2.6875,1.0653409090909092,700.0,1.9886363636363635,37.82,-122.27,112500.0,207359.8233452381,84.319842973545
0.9218,21.0,2.045662100456621,1.0342465753424657,735.0,1.678082191780822,37.82,-122.27,171900.0,179059.94583333333,4.165180822183439
1.5045,43.0,4.58968058968059,1.1203931203931203,1061.0,2.6068796068796067,37.82,-122.27,93800.0,101123.92500000003,7.808022388059737
1.1108,41.0,4.473611111111111,1.1847222222222222,1959.0,2.720833333333333,37.82,-122.27,97500.0,102698.41369047626,5.331706349206416
1.2475,52.0,4.075,1.14,1162.0,2.905,37.82,-122.27,104200.0,109331.53711904763,4.924699730372005
1.6098,52.0,5.021459227467811,1.0085836909871244,701.0,3.0085836909871246,37.82,-122.28,87500.0,107551.84047619048,22.916389115646265
1.4113,52.0,4.295454545454546,1.1045454545454545,576.0,2.618181818181818,37.82,-122.28,83100.0,99513.81944444445,19.75188862147347
1.5057,52.0,4.77992277992278,1.111969111969112,622.0,2.4015444015444016,37.82,-122.28,87500.0,99548.84404761904,13.770107482993193
0.8172,52.0,6.102459016393443,1.3729508196721312,728.0,2.9836065573770494,37.82,-122.28,85300.0,97419.47857142858,14.20806397588345
1.2171,52.0,4.5625,1.1217105263157894,1074.0,3.5328947368421053,37.82,-122.28,80300.0,89964.92380952381,12.036019688074484
2.5625,2.0,2.7719298245614037,0.7543859649122807,94.0,1.6491228070175439,37.82,-122.29,60000.0,242864.0172738096,304.773362123016
3.3929,52.0,5.994652406417113,1.1283422459893049,554.0,2.962566844919786,37.83,-122.29,75700.0,119644.01785714281,58.05022173995087
6.1183,49.0,5.869565217391305,1.2608695652173914,86.0,3.739130434782609,37.82,-122.29,75000.0,195697.37363095238,160.9298315079365
0.9011,50.0,6.229508196721311,1.5573770491803278,377.0,3.0901639344262297,37.81,-122.29,86100.0,87381.61369047622,1.4885176428295288
1.191,52.0,7.69811320754717,1.490566037735849,521.0,3.2767295597484276,37.81,-122.3,76100.0,79510.90019841272,4.482129038650098
2.5938,48.0,6.225563909774436,1.368421052631579,392.0,2.9473684210526314,37.81,-122.3,73500.0,103131.48474025978,40.31494522484324
1.1667,52.0,5.401069518716578,1.1176470588235294,604.0,3.229946524064171,37.81,-122.3,78400.0,85296.4279761905,8.796464255345033
0.8056,48.0,4.382530120481928,1.0662650602409638,788.0,2.3734939759036147,37.81,-122.3,84400.0,99273.19920634919,17.62227394117203
2.6094,52.0,6.98639455782313,1.6598639455782314,492.0,3.3469387755102042,37.8,-122.29,81300.0,107501.57754978359,32.228262668860495
1.8516,52.0,6.975609756097561,1.329268292682927,274.0,3.341463414634146,37.81,-122.3,85000.0,87040.17083333334,2.4002009803921616
0.9802,46.0,4.584288052373159,1.0540098199672667,1823.0,2.983633387888707,37.81,-122.29,129200.0,115424.61031746038,-10.662066317755126
1.7719,26.0,6.047244094488189,1.1968503937007875,392.0,3.0866141732283463,37.81,-122.29,82500.0,91208.3255952381,10.555546176046182
0.7286,46.0,3.375451263537906,1.0722021660649819,582.0,2.101083032490975,37.81,-122.29,95200.0,124729.70488095231,31.018597564025534
1.75,49.0,5.552631578947368,1.3421052631578947,560.0,3.6842105263157894,37.81,-122.29,75000.0,86742.5748015873,15.656766402116396
0.4999,46.0,1.7142857142857142,0.5714285714285714,18.0,2.5714285714285716,37.81,-122.29,67500.0,122240.93984523807,81.09768865961196
2.483,20.0,6.2781954887218046,1.2105263157894737,290.0,2.180451127819549,37.81,-122.29,137500.0,171363.571474359,24.628051981351994
0.9241,17.0,2.8177676537585423,1.0523917995444192,762.0,1.7357630979498861,37.81,-122.28,177500.0,177517.2952380952,0.009743796109966278
2.4464,36.0,5.724950884086444,1.1041257367387034,1236.0,2.4282907662082516,37.81,-122.28,102099.99999999999,118415.79107142852,15.980206730096514
1.1111,19.0,5.830917874396135,1.173913043478261,721.0,3.4830917874396135,37.81,-122.28,108300.0,103522.54226190476,-4.411318317724136
0.8026,23.0,5.369230769230769,1.1507692307692308,1054.0,3.243076923076923,37.81,-122.29,112500.0,107099.72678571433,-4.800242857142818
2.0114,38.0,4.412903225806452,1.135483870967742,344.0,2.2193548387096773,37.8,-122.28,131300.0,138884.11916666667,5.776176059913687
1.5,17.0,3.1972318339100347,1.0,609.0,2.1072664359861593,37.81,-122.28,162500.0,168237.387952381,3.5307002783883004
1.1667,52.0,3.75,1.0,183.0,3.267857142857143,37.81,-122.27,112500.0,114039.55477777775,1.3684931358024477
1.5208,52.0,3.9080459770114944,1.1149425287356323,200.0,2.2988505747126435,37.81,-122.28,112500.0,118132.28194444449,5.0064728395062135
0.8075,52.0,2.490322580645161,1.0580645161290323,346.0,2.232258064516129,37.81,-122.28,137500.0,151655.35603571424,10.294804389610357
1.8088,35.0,5.609467455621302,1.0887573964497042,467.0,2.7633136094674557,37.81,-122.28,118800.0,111741.57023809529,-5.941439193522487
2.4083,52.0,6.721739130434782,1.2434782608695651,377.0,3.2782608695652176,37.81,-122.28,98200.0,97986.86746031743,-0.21703924611259726
0.977,40.0,2.3157894736842106,1.186842105263158,582.0,1.5315789473684212,37.81,-122.27,118800.0,161369.2330238095,35.83268773047938
0.76,10.0,2.6515151515151514,1.0545454545454545,546.0,1.6545454545454545,37.81,-122.27,162500.0,163486.71678571426,0.6072103296703157
0.9722,10.0,2.6923076923076925,1.0769230769230769,125.0,3.2051282051282053,37.8,-122.27,137500.0,182070.92869444442,32.41522086868685
1.2434,52.0,2.929411764705882,0.9176470588235294,396.0,4.658823529411765,37.8,-122.27,500000.99999999994,285811.13110714295,-42.8378881027952
2.0938,16.0,2.74585635359116,1.0828729281767955,800.0,2.2099447513812156,37.8,-122.27,162500.0,191690.70315476187,17.963509633699612
0.8668,52.0,2.4431818181818183,0.9886363636363636,904.0,10.272727272727273,37.8,-122.28,137500.0,193630.6229960318,40.82227126984131
0.75,52.0,2.823529411764706,0.9117647058823529,191.0,5.617647058823529,37.8,-122.28,162500.0,195154.47101587302,20.095059086691087
2.6354,27.0,3.493377483443709,1.1490066225165563,718.0,2.377483443708609,37.79,-122.27,187500.0,180095.98849206354,-3.9488061375661134
1.8477,39.0,3.6723768736616704,1.3340471092077089,1327.0,2.841541755888651,37.8,-122.27,179200.0,163417.29315476195,-8.807314087744446
2.0096,36.0,2.294016358157555,1.066293585880327,3469.0,1.493327593628928,37.8,-122.26,130000.0,193235.77194047623,48.64290149267402
2.8345,31.0,3.8949152542372882,1.1279661016949152,2048.0,1.735593220338983,37.82,-122.26,183800.0,208596.77579365077,13.49117290187746
2.0062,29.0,3.681318681318681,1.1758241758241759,202.0,2.21978021978022,37.81,-122.26,125000.0,141776.99223809526,13.42159379047621
1.2185,22.0,2.9456,1.016,2024.0,1.6192,37.82,-122.26,170000.0,187276.32032142856,10.162541365546213
2.6104,37.0,3.7071428571428573,1.1071428571428572,1838.0,1.8755102040816327,37.82,-122.26,193100.0,202393.06341269836,4.812565205954616
2.4912,29.0,3.7248,1.1312,2304.0,1.8432,37.81,-122.25,257799.99999999997,241996.58392857137,-6.1301070874432115
3.2177,28.0,3.8784235136940546,1.070808283233133,2563.0,1.7120908483633934,37.81,-122.25,273400.0,268536.1273412699,-1.7790316966825446
3.125,39.0,3.745614035087719,1.0614035087719298,389.0,1.706140350877193,37.81,-122.25,237500.0,246278.55416666673,3.696233333333359
2.5795,52.0,3.5154975530179446,1.1435562805872757,895.0,1.4600326264274062,37.81,-122.25,350000.0,285310.2932142857,-18.482773367346947
2.8406,34.0,3.281721632196758,1.0698714365567357,2689.0,1.5030743432084963,37.81,-122.26,335700.0,286690.76619841275,-14.599116413937221
4.9306,52.0,6.184426229508197,0.9221311475409836,674.0,2.762295081967213,37.82,-122.24,313400.0,297072.44933333335,-5.2098119549032065
3.2727,52.0,4.442982456140351,1.0570175438596492,709.0,1.5548245614035088,37.81,-122.24,268500.0,299886.8192579365,11.689690598859032
3.1691,52.0,4.165876777251185,1.0900473933649288,686.0,1.6255924170616114,37.81,-122.25,259400.0,275221.42576190474,6.099238921320255
3.9,52.0,4.848189415041783,1.0459610027855153,1444.0,2.011142061281337,37.82,-122.24,275700.0,274343.6216666667,-0.49197618184015146
3.9063,28.0,4.160847880299252,1.0660847880299251,1520.0,1.8952618453865338,37.82,-122.25,225000.0,273169.5971984127,21.4087098659612
5.0917,52.0,5.628458498023716,1.1422924901185771,550.0,2.1739130434782608,37.82,-122.25,262500.0,295379.4011190476,12.525486140589562
2.6429,32.0,3.7270058708414875,1.0743639921722115,1806.0,1.7671232876712328,37.82,-122.25,218500.0,217322.44702380948,-0.5389258472267826
3.0233,26.0,3.2530813475760065,0.9827444535743632,1749.0,1.4371405094494658,37.82,-122.25,254999.99999999997,248669.18718253967,-2.4826716931216883
3.1484,52.0,4.578034682080925,1.0770712909441233,939.0,1.8092485549132948,37.83,-122.25,224100.0,235265.1747222222,4.982228791710042
3.4722,35.0,3.822274881516588,1.014218009478673,675.0,1.599526066350711,37.83,-122.25,243100.0,276681.7414246032,13.81396191880017
3.1429,52.0,4.3951890034364265,0.9862542955326461,534.0,1.8350515463917525,37.83,-122.25,231599.99999999997,243127.39519841273,4.977286355100503
2.4234,28.0,3.0234798314268514,1.053582179409994,2558.0,1.5400361228175798,37.83,-122.25,218500.0,229380.18087301587,4.979487813737238
3.0897,52.0,4.040501446480231,1.0655737704918034,1786.0,1.7222757955641272,37.83,-122.25,234100.00000000003,237452.31547619044,1.4320014849168794
5.8596,50.0,6.742627345844504,1.0697050938337802,970.0,2.6005361930294906,37.84,-122.23,327600.0,352852.5185555555,7.708338997422312
5.2868,47.0,6.546391752577319,0.9360824742268041,1098.0,2.263917525773196,37.84,-122.23,347600.0,312926.8443333334,-9.975016014576113
5.956,41.0,6.851063829787234,1.0797872340425532,794.0,2.1117021276595747,37.83,-122.24,366100.0,384781.73238095216,5.102904228612991
4.9643,37.0,7.1063829787234045,1.148936170212766,98.0,2.0851063829787235,37.85,-122.24,335000.0,326301.60863095225,-2.596534737029179
6.3434,52.0,6.947890818858561,1.0198511166253101,1061.0,2.632754342431762,37.85,-122.23,373600.0,371527.8751369049,-0.5546372759890567
5.1773,52.0,6.358558558558559,1.0342342342342343,1177.0,2.120720720720721,37.84,-122.24,389500.0,343663.7281646825,-11.767977364651474
7.2354,52.0,7.11716621253406,0.9945504087193461,901.0,2.455040871934605,37.85,-122.24,391100.0,383518.7938650794,-1.9384316376682666
5.457,28.0,5.5303347280334725,1.096234309623431,2031.0,2.1244769874476988,37.85,-122.22,337300.0,361617.3315357142,7.209407511329443
7.5,50.0,6.127348643006263,0.9874739039665971,1031.0,2.152400835073069,37.84,-122.22,295200.0,328709.9569285714,11.351611425667816
6.0194,44.0,5.735343383584589,1.0,1358.0,2.274706867671692,37.84,-122.21,292300.0,354991.03604761884,21.447497792548354
7.5544,40.0,7.631498470948012,1.0305810397553516,1616.0,2.470948012232416,37.83,-122.21,411500.0,378573.696547619,-8.001531823178857
6.0666,30.0,6.446064139941691,1.0087463556851313,844.0,2.4606413994169096,37.84,-122.2,311500.0,333575.5241666667,7.0868456393793675
7.0548,34.0,6.125,0.9879032258064516,1140.0,2.2983870967741935,37.84,-122.21,325900.0,331181.28250000003,1.6205223995090612
11.6017,18.0,8.335051546391753,1.0824742268041236,533.0,2.747422680412371,37.84,-122.19,392600.0,445652.4596904762,13.513107409698469
7.4882,35.0,6.467268623024831,1.0383747178329572,1072.0,2.419864559819413,37.84,-122.2,319300.0,326288.22214285727,2.1886069974498175
6.8976,34.0,6.6122715404699735,1.0287206266318538,1627.0,2.1240208877284594,37.83,-122.21,333300.0,372559.44534126983,11.779011503531303
8.2049,28.0,6.978947368421053,0.968421052631579,463.0,2.4368421052631577,37.83,-122.19,335200.0,404303.4393095239,20.615584519547706
8.401,26.0,7.530805687203792,1.0568720379146919,542.0,2.5687203791469195,37.83,-122.2,351200.0,391365.2588690477,11.436577126722005
6.8538,29.0,6.657992565055762,1.0074349442379182,661.0,2.45724907063197,37.83,-122.19,368900.0,379853.75906349206,2.9693030803719336
8.317,32.0,6.977186311787072,1.0038022813688212,635.0,2.414448669201521,37.82,-122.19,365900.0,433279.0754642857,18.41461477569983
7.0175,37.0,6.982954545454546,1.0284090909090908,420.0,2.3863636363636362,37.82,-122.2,366700.0,359105.5272698413,-2.071031559901476
6.3302,39.0,7.54,1.068,1265.0,2.53,37.82,-122.2,362800.0,386207.08055357134,6.451786260631573
6.3624,30.0,5.615384615384615,0.7307692307692307,126.0,2.423076923076923,37.81,-122.18,483300.0,416797.27416269825,-13.76013363072662
7.0549,52.0,6.785714285714286,0.9514285714285714,813.0,2.322857142857143,37.82,-122.21,331400.0,353416.562797619,6.643501145932097
6.7851,45.0,6.957746478873239,1.0234741784037558,1067.0,2.504694835680751,37.81,-122.2,323500.0,346027.461190476,6.963666519467086
2.8929,50.0,5.132246376811594,1.0960144927536233,1260.0,2.282608695652174,37.8,-122.21,216699.99999999997,203987.00595238095,-5.866633155338729
3.0812,38.0,4.628336755646817,1.0985626283367556,951.0,1.9527720739219712,37.8,-122.21,233100.0,244348.06406746025,4.825424310364756
5.2402,52.0,6.200892857142857,0.9464285714285714,510.0,2.2767857142857144,37.81,-122.21,296400.0,296963.4834484126,0.19010912564528293
6.5217,52.0,6.39935064935065,1.0876623376623376,765.0,2.4837662337662336,37.81,-122.22,273700.0,400375.130607143,46.282473732971496
3.2632,52.0,4.745652173913044,1.0108695652173914,1129.0,2.4543478260869565,37.8,-122.22,227700.0,204752.4851190477,-10.077959982851256
3.0298,52.0,5.183673469387755,1.0521541950113378,1073.0,2.433106575963719,37.8,-122.22,199600.0,197344.79523809522,-1.1298621051627158
4.5428,52.0,5.283495145631068,1.050485436893204,1185.0,2.3009708737864076,37.8,-122.22,239800.0,253639.7420833334,5.771368675284989
4.072,52.0,5.952941176470588,0.9970588235294118,756.0,2.223529411764706,37.81,-122.22,270100.0,273017.3859999999,1.0801132913735216
5.3509,52.0,5.65067178502879,1.0287907869481765,1034.0,1.9846449136276392,37.81,-122.22,302100.0,373365.1979880952,23.589936440945127
3.1603,52.0,4.429193899782135,1.0588235294117647,787.0,1.7145969498910676,37.8,-122.23,269500.0,276368.272968254,2.5485242924875675
4.7708,52.0,6.727699530516432,1.0751173708920188,612.0,2.8732394366197185,37.81,-122.23,314700.0,306639.9373492065,-2.561189275752629
8.1564,52.0,7.7026315789473685,1.0578947368421052,1021.0,2.6868421052631577,37.81,-122.22,390100.0,428050.4902559524,9.728400475763243
8.8793,52.0,8.972868217054264,1.1317829457364341,861.0,3.3372093023255816,37.81,-122.23,410300.0,436886.6651349205,6.479811146702537
6.8591,52.0,7.599388379204893,0.9571865443425076,953.0,2.914373088685015,37.81,-122.24,352400.0,373240.62183333345,5.91391084941358
6.0302,52.0,5.8203125,0.9296875,634.0,2.4765625,37.81,-122.24,287300.0,322950.8466785714,12.408926793794441
7.508,52.0,7.994318181818182,1.0369318181818181,878.0,2.4943181818181817,37.81,-122.23,348700.0,371136.6671785714,6.4343754455323765
2.7477,52.0,4.333333333333333,1.1387163561076605,918.0,1.9006211180124224,37.81,-122.24,243800.00000000003,244255.9166666667,0.1870043751709011
2.1944,52.0,5.074285714285714,0.96,360.0,2.057142857142857,37.8,-122.24,211500.00000000003,184966.38166666668,-12.54544602048858
3.0149,52.0,4.276639344262295,1.0450819672131149,1197.0,2.4528688524590163,37.8,-122.25,218400.00000000003,212806.61130952387,-2.5610754077271793
3.675,52.0,4.851351351351352,0.9691119691119691,1048.0,2.023166023166023,37.81,-122.24,269900.0,261343.9297619048,-3.1700890100389825
3.225,46.0,4.326639892904953,1.1178045515394912,1373.0,1.8380187416331994,37.81,-122.25,218800.00000000003,262889.2095198411,20.150461389324082
2.9345,42.0,4.059113300492611,1.0492610837438423,1715.0,1.6896551724137931,37.8,-122.25,225000.0,243093.04392857142,8.041352857142856
2.1429,43.0,3.2742382271468142,1.0969529085872576,1359.0,1.8822714681440442,37.8,-122.25,250000.0,241793.5233809524,-3.2825906476190427
1.6121,41.0,3.5617433414043584,1.1355932203389831,1062.0,2.5714285714285716,37.8,-122.25,171400.0,159520.04069047616,-6.931131452464316
1.3929,29.0,3.1927554980595083,1.1177231565329884,1335.0,1.7270375161707632,37.8,-122.25,193800.0,201028.75797619045,3.7300092756400662
2.3173,27.0,3.804195804195804,1.1468531468531469,1171.0,2.7296037296037294,37.79,-122.24,125000.0,129440.6373015873,3.5525098412698366
1.7772,45.0,3.882608695652174,1.1434782608695653,1475.0,3.2065217391304346,37.79,-122.25,97500.0,123191.17559523809,26.349923687423683
2.6458,50.0,3.2091836734693877,0.9591836734693877,742.0,3.7857142857142856,37.79,-122.25,125000.0,138414.7542460318,10.731803396825445
2.181,52.0,3.6887052341597797,1.0771349862258952,1086.0,2.9917355371900825,37.79,-122.25,138800.0,139834.21388888886,0.7451108709573909
2.2303,36.0,3.0902394106813995,1.1160220994475138,1645.0,3.029465930018416,37.8,-122.25,116700.0,136824.17869047623,17.244369057820247
1.6504,43.0,3.639751552795031,1.0046583850931676,1710.0,2.6552795031055902,37.8,-122.25,151800.0,148754.62362698407,-2.0061767938181334
2.2697,52.0,4.368421052631579,1.0,731.0,3.206140350877193,37.8,-122.24,127000.0,121111.91011904766,-4.636291244844358
2.1563,52.0,4.585014409221902,1.07492795389049,1118.0,3.2219020172910664,37.8,-122.24,128600.0,124549.41269841277,-3.149756844158037
2.1348,52.0,4.7343283582089555,1.1880597014925374,1006.0,3.002985074626866,37.8,-122.24,140600.0,131728.16388888887,-6.309983009325128
2.6292,47.0,3.693140794223827,1.0613718411552346,1213.0,2.1895306859205776,37.8,-122.24,182700.0,181880.16250000006,-0.4487342638204357
2.3833,52.0,4.638132295719845,1.1245136186770428,772.0,3.0038910505836576,37.8,-122.23,146900.0,131125.03928571419,-10.738570942332073
2.957,52.0,4.496259351620948,1.0473815461346634,1321.0,3.29426433915212,37.8,-122.24,122800.0,138305.1327380952,12.626329591282747
2.5238,49.0,4.192023633677991,1.106351550960118,1487.0,2.1964549483013296,37.8,-122.24,169300.0,188421.6733333333,11.29455010828902
1.9375,52.0,4.209677419354839,0.989247311827957,488.0,2.6236559139784945,37.8,-122.23,126600.0,124854.90555555554,-1.3784316306828288
1.9028,51.0,4.0561224489795915,1.0561224489795917,949.0,2.420918367346939,37.8,-122.23,127899.99999999999,131619.99431818185,2.908517840642586
2.25,50.0,4.20722891566265,1.1566265060240963,1149.0,2.7686746987951807,37.8,-122.23,123500.00000000001,128826.4466991342,4.312912306991247
2.3929,52.0,4.4714285714285715,1.0678571428571428,844.0,3.0142857142857142,37.8,-122.23,111900.0,121201.25416666668,8.312112749478713
2.1917,43.0,4.844029244516653,1.091795288383428,4367.0,3.5475223395613322,37.79,-122.23,112799.99999999999,118017.06369047625,4.625056463188179
2.9357,52.0,4.327669902912621,0.9587378640776699,1659.0,4.026699029126213,37.79,-122.23,107900.0,136830.80952380958,26.81261308972158
1.8854,30.0,3.7984790874524714,1.0038022813688212,1011.0,3.844106463878327,37.79,-122.23,137500.0,126576.99305555556,-7.944005050505046
2.1638,39.0,3.776349614395887,1.1079691516709511,1464.0,3.763496143958869,37.79,-122.24,105500.0,117419.96309523814,11.298543218235205
2.125,47.0,4.528052805280528,1.3036303630363035,1237.0,4.082508250825082,37.79,-122.24,95500.0,104796.94702380951,9.735023061580637
3.375,52.0,4.011904761904762,1.0714285714285714,647.0,3.8511904761904763,37.79,-122.24,116100.0,132791.56559523803,14.376886817603818
2.2542,43.0,4.554621848739496,1.0532212885154062,1284.0,3.596638655462185,37.79,-122.24,112200.00000000001,110937.81130952384,-1.1249453569306396
2.1,51.0,3.1818181818181817,0.7818181818181819,228.0,4.1454545454545455,37.79,-122.25,75000.0,125685.69393650795,67.58092524867726
1.6,39.0,3.747967479674797,1.048780487804878,381.0,3.097560975609756,37.79,-122.25,112500.0,117412.31091269842,4.366498589065262
3.625,52.0,3.973568281938326,1.0440528634361232,846.0,3.7268722466960353,37.79,-122.25,125000.0,145723.92559523805,16.57914047619044
1.6929,20.0,3.510355029585799,1.1523668639053255,1659.0,2.4541420118343193,37.8,-122.26,114999.99999999999,150112.2196904762,30.532364948240186
1.6471,52.0,2.8333333333333335,0.927536231884058,520.0,3.7681159420289854,37.77,-122.22,95000.0,124732.61089285713,31.29748515037593
2.59,52.0,4.38996138996139,1.162162162162162,866.0,3.3436293436293436,37.77,-122.22,96400.0,101910.52202380952,5.716309153329378
2.57,52.0,4.202185792349726,1.1256830601092895,612.0,3.3442622950819674,37.77,-122.23,72000.0,90971.78690476186,26.34970403439147
2.6429,52.0,3.746031746031746,1.1587301587301588,415.0,3.2936507936507935,37.78,-122.23,71300.0,93650.89404761902,31.347677486141677
